sample-id,cow,day,diet.in.period.1,diet,period,lactation.number,dim,extraction.batch,pcr.batch,dna.concentration.nanodrop,dna.concentration.naodrop.qubit,stolen.food,antibiotic.treatment,other,milk.per.milking1.kg,average.milk.per.milking.kg,daily.total.milk.yield.kg,butterfat.milking1.beforesample,butterfat.average.beforesample,protein.milking1.beforesample,protein.average.beforesample,lactose.milking1.beforesample,lactose.average.beforesample,SNF.milking1.beforesample,SNF.average.beforesample,SCCx1000.milking1.beforesample,SCCx1000.average.beforesample,MUN.milking1.beforesample,MUN.average.beforesample,butterfat.milking1.aftersample,butterfat.average.aftersample,protein.milking1.aftersample,protein.average.aftersample,lactose.milking1.aftersample,lactose.average.aftersample,SNF.milking1.aftersample,SNF.average.aftersample,SCCx1000.milking1.aftersample,SCCx1000.average.aftersaple,MUN.milking1.aftersample,MUN.average.aftersample,reads.per.sample.post.filtering,bin.reads.per.sample.post.filtering,low.DNA.yield.sample
5249-D5,5249,5,B,A,p_2,3,219,17,2,3.516,0.842,no,none,na,20.95595,15.67916333,47.17357,3.35,3.796666667,3.15,3.33,4.71,4.783333333,8.79,9.07,344,362,4.9,6.7,2.58,3.26,3.22,3.316666667,4.8,4.823333333,8.94,9.093333333,129,150.3333333,6.4,6.7,2325,1000,cow
5249-D6,5249,6,B,A,p_2,3,220,28,4,3.042,1.04,no,none,na,21.50026,15.76988333,47.17357,3.35,3.796666667,3.15,3.33,4.71,4.783333333,8.79,9.07,344,362,4.9,6.7,2.58,3.26,3.22,3.316666667,4.8,4.823333333,8.94,9.093333333,129,150.3333333,6.4,6.7,19639,10000,cow
5282-D1,5282,1,B,common,p_0,3,137,33,4,19.307,19.307,no,none,na,13.69848,12.67033667,38.01101,2.61,3.596666667,3.12,3.143333333,5.13,5.086666667,9.17,9.17,74,45.33333333,11.7,12.3,3.45,3.996666667,3.17,3.19,5.03,5.003333333,9.1,9.106666667,258,257.3333333,11.2,12.16666667,260,100,cow
5282-D2,5282,2,B,common,p_0,3,138,9,1,26.275,26.275,no,none,na,10.29654,12.15626333,36.4688,2.61,3.596666667,3.12,3.143333333,5.13,5.086666667,9.17,9.17,74,45.33333333,11.7,12.3,3.45,3.996666667,3.17,3.19,5.03,5.003333333,9.1,9.106666667,258,257.3333333,11.2,12.16666667,465,100,cow
5282-D3,5282,3,B,B,p_1,3,176,7,1,4.324,0.304,no,none,na,12.97273,11.490998,34.47299,3.59,4.536666667,3.34,3.316666667,4.96,4.933333333,9.25,9.22,48,46.66666667,11.8,12.5,3.99,4.21,3.36,3.336666667,4.94,4.943333333,9.27,9.236666667,38,46.33333333,11.6,12.36666667,8031,1000,cow
5282-D4,5282,4,B,B,p_1,3,177,5,1,3.168,0.193,no,none,na,11.97483,10.37213733,31.11641,3.59,4.536666667,3.34,3.316666667,4.96,4.933333333,9.25,9.22,48,46.66666667,11.8,12.5,3.99,4.21,3.36,3.336666667,4.94,4.943333333,9.27,9.236666667,38,46.33333333,11.6,12.36666667,29014,10000,cow
5282-D5,5282,5,B,A,p_2,3,246,19,3,6.487,2.33,no,none,na,10.43262,9.086959667,27.26088,3.48,4.566666667,3.76,3.793333333,4.83,4.816666667,9.54,9.546666667,46,56,11,11.3,4.47,4.193333333,3.69,3.75,4.85,4.84,9.46,9.54,72,98.33333333,12,12.26666667,3984,1000,cow
5282-D6,5282,6,B,A,p_2,3,247,27,3,3.856,2.26,no,none,na,11.92947,9.464953,28.39486,3.48,4.566666667,3.76,3.793333333,4.83,4.816666667,9.54,9.546666667,46,56,11,11.3,4.47,4.193333333,3.69,3.75,4.85,4.84,9.46,9.54,72,98.33333333,12,12.26666667,11490,10000,cow
5297-D1,5297,1,B,common,p_0,,,33,4,4.802,1.83,no,yes,mastitis.treated.Jan9-Feb.antibiotic.leftstudy.afterperiod1,,,,3.78,3.923333333,3.03,3.096666667,4.93,4.986666667,8.9,9.056666667,74,96,8.5,9.766666667,4.1,4.146666667,3.03,3.026666667,4.92,4.99,8.96,9.036666667,195,321.3333333,9,11.33333333,491,100,cow
5297-D2,5297,2,B,common,p_0,,,38,5,3.393,0.304,no,yes,mastitis.treated.Jan9-Feb.antibiotic.leftstudy.afterperiod1,,,,3.78,3.923333333,3.03,3.096666667,4.93,4.986666667,8.9,9.056666667,74,96,8.5,9.766666667,4.1,4.146666667,3.03,3.026666667,4.92,4.99,8.96,9.036666667,195,321.3333333,9,11.33333333,413,100,cow
5297-D3,5297,3,B,B,p_1,,,22,3,2.792,1.06,no,yes,mastitis.treated.Jan9-Feb.antibiotic.leftstudy.afterperiod1,,,,3.61,4.096666667,3.21,3.2,5,4.956666667,9.18,9.156666667,41,76,8.2,10.06666667,3.69,4.066666667,3.11,3.016666667,4.98,5.026666667,9.05,8.98,132,110.3333333,8.8,10.4,3207,1000,cow
5297-D4,5297,4,B,B,p_1,,,36,4,4.308,1.28,no,yes,mastitis.treated.Jan9-Feb.antibiotic.leftstudy.afterperiod1,,,,3.61,4.096666667,3.21,3.2,5,4.956666667,9.18,9.156666667,41,76,8.2,10.06666667,3.69,4.066666667,3.11,3.016666667,4.98,5.026666667,9.05,8.98,132,110.3333333,8.8,10.4,9134,1000,cow
5298-D1,5298,1,B,common,p_0,3,108,30,4,4.58,0.368,no,none,na,19.41374,18.79383,56.24541,3.24,3.243333333,2.6,2.653333333,4.62,4.65,8,8.106666667,89,121,9.6,10.4,2.64,3.253333333,2.7,2.7,4.61,4.573333333,8.19,8.136666667,68,90.33333333,9.3,11.43333333,1820,1000,cow
5298-D2,5298,2,B,common,p_0,3,109,25,3,3.523,1.09,no,none,na,22.58888,18.62751,55.79182,3.24,3.243333333,2.6,2.653333333,4.62,4.65,8,8.106666667,89,121,9.6,10.4,2.64,3.253333333,2.7,2.7,4.61,4.573333333,8.19,8.136666667,68,90.33333333,9.3,11.43333333,764,100,cow
5298-D3,5298,3,B,B,p_1,3,147,6,1,3.523,0.42,no,none,na,19.82197,17.10042,51.2559,3.04,3.743333333,2.85,2.89,4.45,4.523333333,8.24,8.363333333,98,111,9.1,10.83333333,3.47,3.253333333,2.86,2.896666667,4.51,4.546666667,8.3,8.376666667,120,121,10.1,11.16666667,3030,1000,cow
5298-D4,5298,4,B,B,p_1,3,148,41,5,1.015,0.312,no,none,na,17.91688,16.13275667,48.53434,3.04,3.743333333,2.85,2.89,4.45,4.523333333,8.24,8.363333333,98,111,9.1,10.83333333,3.47,3.253333333,2.86,2.896666667,4.51,4.546666667,8.3,8.376666667,120,121,10.1,11.16666667,2588,1000,cow
5298-D4-B,5298,4,B,B,p_1,3,148,47,6,3.867,0.51,no,none,na,17.91688,16.13275667,48.53434,3.04,3.743333333,2.85,2.89,4.45,4.523333333,8.24,8.363333333,98,111,9.1,10.83333333,3.47,3.253333333,2.86,2.896666667,4.51,4.546666667,8.3,8.376666667,120,121,10.1,11.16666667,2987,1000,cow
5298-D5,5298,5,B,A,p_2,3,217,18,2,8.295,6.48,no,none,na,20.72915,16.314192,48.98794,3.38,3.633333333,3,3.083333333,4.29,4.316666667,8.23,8.34,2179,2163,6.3,7.4,2.83,3.006666667,3.12,3.146666667,4.49,4.5,8.49,8.54,243,458,7.3,8.5,214,100,cow
5298-D6,5298,6,B,A,p_2,3,218,16,2,5.796,4.28,no,none,na,20.32092,16.20835333,48.53434,3.38,3.633333333,3,3.083333333,4.29,4.316666667,8.23,8.34,2179,2163,6.3,7.4,2.83,3.006666667,3.12,3.146666667,4.49,4.5,8.49,8.54,243,458,7.3,8.5,1393,1000,cow
5405-D1,5405,1,A,common,p_0,,,33,4,10.521,10.521,no,yes,mastitis.treated.Dec.antibiotic.leftstudy.afterperiod1,,,,3.75,4.023333333,3.15,3.186666667,4.76,4.796666667,8.86,8.963333333,2357,3090,8.5,10.16666667,3.68,3.866666667,3.16,3.093333333,4.7,4.743333333,8.9,8.856666667,1978,4336,9.5,11.9,614,100,cow
5405-D2,5405,2,A,common,p_0,,,38,5,11.476,1.36,no,yes,mastitis.treated.Dec.antibiotic.leftstudy.afterperiod1,,,,3.75,4.023333333,3.15,3.186666667,4.76,4.796666667,8.86,8.963333333,2357,3090,8.5,10.16666667,3.68,3.866666667,3.16,3.093333333,4.7,4.743333333,8.9,8.856666667,1978,4336,9.5,11.9,1428,1000,cow
5405-D3,5405,3,A,A,p_1,,,10,1,13.888,13.888,no,yes,mastitis.treated.Dec.antibiotic.leftstudy.afterperiod1,,,,3.55,3.996666667,3.48,3.45,4.8,4.786666667,9.3,9.283333333,1611,2030.333333,8.6,9.033333333,4.09,4.076666667,3.43,3.38,4.73,4.803333333,9.14,9.183333333,1592,2907.333333,9.9,10.7,7473,1000,cow
5405-D4,5405,4,A,A,p_1,,,35,5,12.404,12.404,no,yes,mastitis.treated.Dec.antibiotic.leftstudy.afterperiod1,,,,3.55,3.996666667,3.48,3.45,4.8,4.786666667,9.3,9.283333333,1611,2030.333333,8.6,9.033333333,4.09,4.076666667,3.43,3.38,4.73,4.803333333,9.14,9.183333333,1592,2907.333333,9.9,10.7,4864,1000,cow
5409-D1,5409,1,A,common,p_0,3,194,41,5,17.617,17.617,no,none,na,9.842946,9.525432,28.5763,3.23,3.973333333,3.11,3.14,5.05,5.116666667,9.11,9.236666667,197,187,7.9,9.133333333,3.52,3.783333333,3.12,3.176666667,4.98,5.04,9,9.116666667,369,343,6.5,9.966666667,1157,1000,cow
5409-D2,5409,2,A,common,p_0,3,195,10,2,54.176,54.176,no,none,na,12.51914,11.30956233,33.92868,3.23,3.973333333,3.11,3.14,5.05,5.116666667,9.11,9.236666667,197,187,7.9,9.133333333,3.52,3.783333333,3.12,3.176666667,4.98,5.04,9,9.116666667,369,343,6.5,9.966666667,66487,10000,cow
5409-D3,5409,3,A,A,p_1,3,233,5,1,25.027,25.027,no,none,na,9.525432,8.013458667,24.04038,3.13,3.543333333,3.12,3.183333333,4.93,4.913333333,8.92,9.006666667,252,302.6666667,7.4,8.6,3.09,3.436666667,3.09,3.163333333,4.78,4.873333333,8.78,8.936666667,267,286.6666667,6.9,8.6,30967,10000,cow
5409-D4,5409,4,A,A,p_1,3,234,41,5,8.297,10.4,no,none,na,9.797587,8.482170333,25.44651,3.13,3.543333333,3.12,3.183333333,4.93,4.913333333,8.92,9.006666667,252,302.6666667,7.4,8.6,3.09,3.436666667,3.09,3.163333333,4.78,4.873333333,8.78,8.936666667,267,286.6666667,6.9,8.6,5909,1000,cow
5409-D5,5409,5,A,B,p_2,3,303,19,3,13.168,10.9,no,none,na,2.993707,2.857629333,8.572889,3.04,3.696666667,2.93,2.946666667,4.05,4.096666667,7.96,8.016666667,241,265.6666667,5.2,6.533333333,3.83,4.066666667,2.89,2.953333333,4.23,4.296666667,8.02,8.183333333,230,210.6666667,6.9,8.333333333,27090,10000,cow
5409-D6,5409,6,A,B,p_2,3,304,29,4,13.708,13.708,no,none,na,2.540115,2.449397,7.34819,3.04,3.696666667,2.93,2.946666667,4.05,4.096666667,7.96,8.016666667,241,265.6666667,5.2,6.533333333,3.83,4.066666667,2.89,2.953333333,4.23,4.296666667,8.02,8.183333333,230,210.6666667,6.9,8.333333333,2207,1000,cow
5417-D1,5417,1,B,common,p_0,3,92,44,5,3.194,0.105,no,none,na,23.13319,18.58215333,55.79182,4.28,4.323333333,3.01,3.06,4.9,4.956666667,8.84,8.973333333,18,24,7.9,9.566666667,4.06,4.326666667,2.96,3.036666667,4.88,4.89,8.8,8.896666667,56,48,8.7,10.8,312,100,cow
5417-D2,5417,2,B,common,p_0,3,93,25,3,5.456,0.273,no,none,na,23.31463,18.68799,56.24541,4.28,4.323333333,3.01,3.06,4.9,4.956666667,8.84,8.973333333,18,24,7.9,9.566666667,4.06,4.326666667,2.96,3.036666667,4.88,4.89,8.8,8.896666667,56,48,8.7,10.8,5420,1000,cow
5417-D3,5417,3,B,B,p_1,3,131,8,1,2.433,0.152,no,none,na,20.41164,17.32721667,52.16308,4.14,4.453333333,3.11,3.173333333,4.82,4.86,8.87,8.993333333,21,27.66666667,7.5,9.633333333,4.41,4.57,3.13,3.166666667,4.86,4.89,8.93,9.006666667,39,35,8.7,9.633333333,3009,1000,cow
5417-D4,5417,4,B,B,p_1,3,132,39,5,2.642,1.17,no,none,na,20.13948,16.99457667,50.8023,4.14,4.453333333,3.11,3.173333333,4.82,4.86,8.87,8.993333333,21,27.66666667,7.5,9.633333333,4.41,4.57,3.13,3.166666667,4.86,4.89,8.93,9.006666667,39,35,8.7,9.633333333,10096,10000,cow
5417-D5,5417,5,B,A,p_2,3,201,14,2,5.241,3.62,no,none,na,11.97483,14.07647333,42.22942,4.36,4.51,3.33,3.396666667,4.8,4.816666667,9.08,9.176666667,31,177.6666667,7.2,8,4,4.08,3.43,3.436666667,4.84,4.846666667,9.25,9.27,27,46.33333333,8.6,9.433333333,981,100,cow
5417-D6,5417,6,B,A,p_2,3,202,14,2,4.851,2.26,no,none,na,21.36418,17.0097,51.2559,4.36,4.51,3.33,3.396666667,4.8,4.816666667,9.08,9.176666667,31,177.6666667,7.2,8,4,4.08,3.43,3.436666667,4.84,4.846666667,9.25,9.27,27,46.33333333,8.6,9.433333333,15330,10000,cow
5439-D1,5439,1,A,common,p_0,3,100,32,4,6.787,4.92,no,none,na,17.50865,14.36374667,43.09124,5.89,4.306666667,2.73,2.846666667,4.85,5.003333333,8.5,8.79,251,242.3333333,6.8,8.3,3.89,4.026666667,2.77,2.65,5.13,5.106666667,8.89,8.72,395,779.3333333,12.2,10.66666667,3024,1000,cow
5439-D2,5439,2,A,common,p_0,3,101,38,5,5.177,0.75,no,none,na,16.32931,13.53216,40.59648,5.89,4.306666667,2.73,2.846666667,4.85,5.003333333,8.5,8.79,251,242.3333333,6.8,8.3,3.89,4.026666667,2.77,2.65,5.13,5.106666667,8.89,8.72,395,779.3333333,12.2,10.66666667,1112,1000,cow
5439-D3,5439,3,A,A,p_1,3,139,23,3,7.121,5.12,no,none,na,15.24069,13.48680333,40.46041,2.96,3.18,2.98,3.053333333,5.09,5.166666667,8.95,9.1,322,449.3333333,6.1,7.833333333,4.1,3.796666667,3.04,3.04,5.06,5.066666667,9,9.02,898,1011.666667,7.9,8.4,96984,10000,cow
5439-D4,5439,4,A,A,p_1,3,140,35,5,10.594,10.594,no,none,na,11.83875,12.67033667,38.01101,2.96,3.18,2.98,3.053333333,5.09,5.166666667,8.95,9.1,322,449.3333333,6.1,7.833333333,4.1,3.796666667,3.04,3.04,5.06,5.066666667,9,9.02,898,1011.666667,7.9,8.4,3870,1000,cow
5439-D5,5439,5,A,B,p_2,3,209,13,2,4.348,0.742,no,none,na,13.74384,11.702675,35.10802,3.62,3.836666667,2.93,2.91,5.17,5.19,9,9.006666667,31,35,7.6,8.3,3.36,3.766666667,2.96,2.953333333,5.16,5.16,9.04,9.05,28,39,8.2,9.733333333,10513,10000,cow
5439-D6,5439,6,A,B,p_2,3,210,45,6,5.166,2.56,no,none,na,14.65102,11.94458933,35.83377,3.62,3.836666667,2.93,2.91,5.17,5.19,9,9.006666667,31,35,7.6,8.3,3.36,3.766666667,2.96,2.953333333,5.16,5.16,9.04,9.05,28,39,8.2,9.733333333,442,100,cow
5455-D1,5455,1,A,common,p_0,3,113,31,4,5.128,0.164,no,none,na,19.2323,15.60356333,46.71998,4.59,4.453333333,3.07,3.163333333,5.04,5.076666667,9.05,9.21,8,11.33333333,11.2,12.23333333,3.77,4.243333333,3.14,3.103333333,4.96,5,9.04,9.003333333,46,24.33333333,10.3,12.5,205,100,cow
5455-D2,5455,2,A,common,p_0,3,114,37,5,1.188,0.186,no,none,na,19.36838,15.81524,47.62716,4.59,4.453333333,3.07,3.163333333,5.04,5.076666667,9.05,9.21,8,11.33333333,11.2,12.23333333,3.77,4.243333333,3.14,3.103333333,4.96,5,9.04,9.003333333,46,24.33333333,10.3,12.5,149,100,cow
5455-D2-B,5455,2,A,common,p_0,3,114,47,6,4.469,0.364,no,none,na,19.36838,15.81524,47.62716,4.59,4.453333333,3.07,3.163333333,5.04,5.076666667,9.05,9.21,8,11.33333333,11.2,12.23333333,3.77,4.243333333,3.14,3.103333333,4.96,5,9.04,9.003333333,46,24.33333333,10.3,12.5,198,100,cow
5455-D3,5455,3,A,A,p_1,3,152,5,1,4.573,0.81,no,none,na,16.82826,14.98371,44.95097,3.48,4.496666667,3.42,3.413333333,5.08,5.05,9.37,9.343333333,14,31,8.8,10.06666667,3.94,4.196666667,3.43,3.436666667,4.98,4.966666667,9.27,9.276666667,32,70,9,9.833333333,34455,10000,cow
5455-D4,5455,4,A,A,p_1,3,153,36,4,4.215,1.14,no,none,na,18.32512,15.48261,46.26638,3.48,4.496666667,3.42,3.413333333,5.08,5.05,9.37,9.343333333,14,31,8.8,10.06666667,3.94,4.196666667,3.43,3.436666667,4.98,4.966666667,9.27,9.276666667,32,70,9,9.833333333,62655,10000,cow
5455-D5,5455,5,A,B,p_2,3,222,13,2,4.354,1.84,no,none,na,15.28605,12.33770333,37.01311,5.08,5.343333333,3.52,3.463333333,5.07,5.046666667,9.57,9.473333333,22,32,8.8,10.2,4.26,5.1,3.43,3.403333333,5,4.976666667,9.38,9.356666667,22,31.33333333,7.1,9.033333333,26681,10000,cow
5455-D6,5455,6,A,B,p_2,3,223,45,6,3.663,1.05,no,none,na,15.10461,12.64009667,37.92029,5.08,5.343333333,3.52,3.463333333,5.07,5.046666667,9.57,9.473333333,22,32,8.8,10.2,4.26,5.1,3.43,3.403333333,5,4.976666667,9.38,9.356666667,22,31.33333333,7.1,9.033333333,10892,10000,cow
5464-D1,5464,1,A,common,p_0,3,116,30,4,3.002,0.27,yes,none,na,25.85474,20.69899,62.1421,3.59,3.853333333,2.7,2.783333333,4.74,4.803333333,8.27,8.453333333,86,70,7.9,9.6,3.28,3.623333333,2.77,2.823333333,4.72,4.766666667,8.43,8.506666667,37,55.33333333,9.4,11.53333333,2954,1000,cow
5464-D2,5464,2,A,common,p_0,3,117,26,3,2.729,0.218,yes,none,na,26.3537,20.56284,61.68851,3.59,3.853333333,2.7,2.783333333,4.74,4.803333333,8.27,8.453333333,86,70,7.9,9.6,3.28,3.623333333,2.77,2.823333333,4.72,4.766666667,8.43,8.506666667,37,55.33333333,9.4,11.53333333,2381,1000,cow
5464-D3,5464,3,A,A,p_1,3,155,4,1,3.216,0.218,yes,none,na,25.44651,20.35116,61.23492,2.92,3.623333333,2.95,3.01,4.85,4.89,8.71,8.82,35,40.66666667,6.8,8,3.98,3.96,2.95,3.023333333,4.71,4.82,8.6,8.763333333,54,57.33333333,8.4,8.633333333,29622,10000,cow
5464-D4,5464,4,A,A,p_1,3,156,40,5,4,0.214,yes,none,na,14.28815,19.92781,59.87414,2.92,3.623333333,2.95,3.01,4.85,4.89,8.71,8.82,35,40.66666667,6.8,8,3.98,3.96,2.95,3.023333333,4.71,4.82,8.6,8.763333333,54,57.33333333,8.4,8.633333333,1724,1000,cow
5464-D5,5464,5,A,B,p_2,3,225,17,2,3.589,0.186,yes,none,na,14.92318,12.29234667,36.87703,3.71,3.803333333,3.2,3.183333333,4.61,4.576666667,8.78,8.726666667,34,66,7.2,7.166666667,3.59,3.926666667,3.11,3.023333333,4.65,4.526666667,8.73,8.51,30,99,6.6,7.8,3290,1000,cow
5464-D6,5464,6,A,B,p_2,3,226,46,6,2.398,0.175,yes,none,na,14.42423,7.907622,23.72286,3.71,3.803333333,3.2,3.183333333,4.61,4.576666667,8.78,8.726666667,34,66,7.2,7.166666667,3.59,3.926666667,3.11,3.023333333,4.65,4.526666667,8.73,8.51,30,99,6.6,7.8,299,100,cow
5472-D1,5472,1,A,common,p_0,3,111,42,5,1.275,0.0784,no,none,na,17.37257,15.46748667,46.26638,3.33,4.183333333,2.87,3.01,4.85,4.936666667,8.55,8.846666667,11,12.33333333,9.9,11.76666667,3.83,4,2.91,2.986666667,4.97,5.013333333,8.71,8.82,29,27.66666667,10.7,13.23333333,435,100,cow
5472-D1-B,5472,1,A,common,p_0,3,111,47,6,3.089,0.096,no,none,na,17.37257,15.46748667,46.26638,3.33,4.183333333,2.87,3.01,4.85,4.936666667,8.55,8.846666667,11,12.33333333,9.9,11.76666667,3.83,4,2.91,2.986666667,4.97,5.013333333,8.71,8.82,29,27.66666667,10.7,13.23333333,232,100,cow
5472-D2,5472,2,A,common,p_0,3,112,9,1,3.49,0.304,no,none,na,17.82617,15.33141333,45.81279,3.33,4.183333333,2.87,3.01,4.85,4.936666667,8.55,8.846666667,11,12.33333333,9.9,11.76666667,3.83,4,2.91,2.986666667,4.97,5.013333333,8.71,8.82,29,27.66666667,10.7,13.23333333,8767,1000,cow
5472-D3,5472,3,A,A,p_1,3,150,10,1,3.594,0.438,no,none,na,17.78081,15.92108,47.62716,6.25,4.836666667,3.17,3.243333333,4.58,4.83,8.61,8.9,20,16,8.2,8.766666667,3.47,3.99,3.39,3.316666667,4.99,4.946666667,9.2,9.09,17,23.33333333,8.6,9.266666667,4630,1000,cow
5472-D4,5472,4,A,A,p_1,3,151,36,4,4.381,0.554,no,none,na,17.69009,15.60356333,46.71998,6.25,4.836666667,3.17,3.243333333,4.58,4.83,8.61,8.9,20,16,8.2,8.766666667,3.47,3.99,3.39,3.316666667,4.99,4.946666667,9.2,9.09,17,23.33333333,8.6,9.266666667,77290,10000,cow
5472-D5,5472,5,A,B,p_2,3,220,18,2,1.225,0.382,no,none,na,15.92108,12.62497833,37.87493,4.35,5.093333333,3.22,3.296666667,4.98,4.913333333,9.1,9.143333333,22,51.66666667,8.6,9.5,2.77,4.843333333,3.4,3.273333333,5.1,4.993333333,9.42,9.183333333,13,20,7.6,9.866666667,15379,10000,cow
5472-D5-B,5472,5,A,B,p_2,3,220,47,6,3.284,0.426,no,none,na,15.92108,12.62497833,37.87493,4.35,5.093333333,3.22,3.296666667,4.98,4.913333333,9.1,9.143333333,22,51.66666667,8.6,9.5,2.77,4.843333333,3.4,3.273333333,5.1,4.993333333,9.42,9.183333333,13,20,7.6,9.866666667,1629,1000,cow
5472-D6,5472,6,A,B,p_2,3,221,45,6,4.456,2.2,no,none,na,16.19323,13.36584333,40.09753,4.35,5.093333333,3.22,3.296666667,4.98,4.913333333,9.1,9.143333333,22,51.66666667,8.6,9.5,2.77,4.843333333,3.4,3.273333333,5.1,4.993333333,9.42,9.183333333,13,20,7.6,9.866666667,1632,1000,cow
5473-D1,5473,1,B,common,p_0,3,129,32,4,3.936,2.12,no,none,na,20.7745136,17.03993947,51.11,2.71,3.566666667,3,3.016666667,4.8,4.783333333,8.68,8.69,301,298.6666667,11.2,11.96666667,2.86,3.516666667,2.93,2.98,4.78,4.823333333,8.59,8.66,271,363.3333333,12.2,14.53333333,5083,1000,cow
5473-D2,5473,2,B,common,p_0,3,130,26,3,3.348,0.962,no,none,na,22.3167264,16.9643408,50.802304,2.71,3.566666667,3,3.016666667,4.8,4.783333333,8.68,8.69,301,298.6666667,11.2,11.96666667,2.86,3.516666667,2.93,2.98,4.78,4.823333333,8.59,8.66,271,363.3333333,12.2,14.53333333,17189,10000,cow
5473-D3,5473,3,B,B,p_1,3,168,22,3,11.805,11.805,no,none,na,17.5086512,14.288148,42.864444,3.79,3.76,3.02,3.016666667,4.67,4.706666667,8.6,8.623333333,695,623.6666667,10.9,11.56666667,3.48,3.963333333,3.1,3.103333333,4.71,4.706666667,8.72,8.703333333,492,474.6666667,9.9,11.96666667,6062,1000,cow
5473-D4,5473,4,B,B,p_1,3,169,39,5,9.043,9.043,no,none,na,18.9601456,14.45446507,43.3633952,3.79,3.76,3.02,3.016666667,4.67,4.706666667,8.6,8.623333333,695,623.6666667,10.9,11.56666667,3.48,3.963333333,3.1,3.103333333,4.71,4.706666667,8.72,8.703333333,492,474.6666667,9.9,11.96666667,5455,1000,cow
5473-D5,5473,5,B,A,p_2,3,238,14,2,8.632,7.12,no,none,na,,9.525432,,3.07,3.676666667,3.29,3.303333333,4.47,4.533333333,8.71,8.776666667,428,466.3333333,8.3,8.966666667,2.67,3.243333333,3.15,3.176666667,4.61,4.603333333,8.63,8.65,354,499,9.2,9.7,696,100,cow
5473-D6,5473,6,B,A,p_2,3,239,29,4,6.368,4.92,no,none,na,14.6963808,11.113004,33.339012,3.07,3.676666667,3.29,3.303333333,4.47,4.533333333,8.71,8.776666667,428,466.3333333,8.3,8.966666667,2.67,3.243333333,3.15,3.176666667,4.61,4.603333333,8.63,8.65,354,499,9.2,9.7,870,100,cow
5651-D1,5651,1,B,common,p_0,2,148,30,4,31.945,31.945,no,none,na,16.32931,16.02691667,48.08075,4.29,4.703333333,3.41,3.436666667,4.91,4.896666667,9.32,9.363333333,1019,4037.333333,8.2,9.3,4.36,4.823333333,3.48,3.533333333,4.85,4.883333333,9.33,9.41,808,755,8.6,11.06666667,229,100,cow
5651-D2,5651,2,B,common,p_0,2,149,11,2,2.967,0.13,no,none,na,14.87782,13.51704333,40.55112,4.29,4.703333333,3.41,3.436666667,4.91,4.896666667,9.32,9.363333333,1019,4037.333333,8.2,9.3,4.36,4.823333333,3.48,3.533333333,4.85,4.883333333,9.33,9.41,808,755,8.6,11.06666667,3228,1000,cow
5651-D3,5651,3,B,B,p_1,2,187,8,1,10.988,10.988,no,none,na,13.15417,11.67243333,35.0173,3.57,3.853333333,3.48,3.543333333,4.86,4.843333333,9.35,9.413333333,1298,1263,8.3,9.166666667,4.4,4.606666667,3.61,3.596666667,4.82,4.813333333,9.49,9.446666667,1016,811.6666667,10,10.26666667,3346,1000,cow
5651-D4,5651,4,B,B,p_1,2,188,40,5,14.545,14.545,no,none,na,12.88201,11.79339,35.38018,3.57,3.853333333,3.48,3.543333333,4.86,4.843333333,9.35,9.413333333,1298,1263,8.3,9.166666667,4.4,4.606666667,3.61,3.596666667,4.82,4.813333333,9.49,9.446666667,1016,811.6666667,10,10.26666667,2068,1000,cow
5651-D5,5651,5,B,A,p_2,2,257,20,3,34.445,34.445,no,none,milking2,6.939958,6.153731667,18.46119,3.84,4.426666667,4.01,3.976666667,4.63,4.546666667,9.67,9.55,560,619.6666667,10,10.9,3.73,4.486666667,4.02,4,4.62,4.553333333,9.67,9.593333333,677,812.3333333,10.2,12.2,594,100,cow
5651-D6,5651,6,B,A,p_2,2,258,14,2,9.963,9.52,no,none,na,7.166754,6.199091,18.59727,3.84,4.426666667,4.01,3.976666667,4.63,4.546666667,9.67,9.55,560,619.6666667,10,10.9,3.73,4.486666667,4.02,4,4.62,4.553333333,9.67,9.593333333,677,812.3333333,10.2,12.2,11124,10000,cow
5658-D1,5658,1,B,common,p_0,2,149,42,5,5.087,3.24,no,none,na,17.32721,14.04623,42.1387,3.53,3.513333333,2.94,2.883333333,4.86,4.82,8.75,8.643333333,410,999.3333333,6.9,8.466666667,2.45,3.316666667,2.87,2.896666667,4.84,4.84,8.69,8.706666667,116,199.6666667,9.4,12.43333333,580,100,cow
5658-D2,5658,2,B,common,p_0,2,150,37,5,3.798,0.134,no,none,na,18.91479,15.63380333,46.71998,3.53,3.513333333,2.94,2.883333333,4.86,4.82,8.75,8.643333333,410,999.3333333,6.9,8.466666667,2.45,3.316666667,2.87,2.896666667,4.84,4.84,8.69,8.706666667,116,199.6666667,9.4,12.43333333,88,10,cow
5658-D3,5658,3,B,B,p_1,2,188,21,3,4.398,1.4,no,none,na,13.74384,13.00297333,39.00891,2.41,3.263333333,2.88,2.89,4.73,4.74,8.61,8.633333333,76,76.33333333,6.7,8.4,3.34,3.18,2.88,2.906666667,4.69,4.763333333,8.62,8.696666667,84,87.66666667,7.4,9.066666667,12078,10000,cow
